id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
1,2017,1,04-05-2017,1,5,5,1,normal,0,1,35,0,Yuvraj Singh,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,NJ Llong,
2,2017,2,04-06-2017,2,4,4,1,normal,0,4,0,7,SPD Smith,Maharashtra Cricket Association Stadium,A Nand Kishore,S Ravi,
3,2017,3,04-07-2017,3,6,6,1,normal,0,6,0,10,CA Lynn,Saurashtra Cricket Association Stadium,Nitin Menon,CK Nandan,
4,2017,4,04-08-2017,4,8,8,1,normal,0,8,0,6,GJ Maxwell,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,
5,2017,5,04-08-2017,5,7,5,2,normal,0,5,15,0,KM Jadhav,M Chinnaswamy Stadium,,,
6,2017,1,04-09-2017,3,1,1,1,normal,0,1,0,9,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",A Deshmukh,NJ Llong,
7,2017,6,04-09-2017,6,2,2,1,normal,0,2,0,4,N Rana,Wankhede Stadium,Nitin Menon,CK Nandan,
8,2017,4,04-10-2017,5,8,5,2,normal,0,8,0,8,AR Patel,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,
9,2017,2,04-11-2017,7,4,4,1,normal,0,7,97,0,SV Samson,Maharashtra Cricket Association Stadium,AY Dandekar,S Ravi,
10,2017,6,04-12-2017,1,2,2,1,normal,0,2,0,4,JJ Bumrah,Wankhede Stadium,Nitin Menon,CK Nandan,
11,2017,7,4/13/2017,8,6,6,1,normal,0,6,0,8,SP Narine,Eden Gardens,A Deshmukh,NJ Llong,
12,2017,5,4/14/2017,5,2,2,1,normal,0,2,0,4,KA Pollard,M Chinnaswamy Stadium,KN Ananthapadmanabhan,AK Chaudhary,
13,2017,3,4/14/2017,4,3,3,1,normal,0,3,0,7,AJ Tye,Saurashtra Cricket Association Stadium,A Nand Kishore,S Ravi,
14,2017,7,4/15/2017,6,1,1,1,normal,0,6,17,0,RV Uthappa,Eden Gardens,AY Dandekar,NJ Llong,
15,2017,8,4/15/2017,7,8,7,2,normal,0,7,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,
16,2017,6,4/16/2017,3,2,2,1,normal,0,2,0,6,N Rana,Wankhede Stadium,A Nand Kishore,S Ravi,
17,2017,5,4/16/2017,4,5,5,1,normal,0,4,27,0,BA Stokes,M Chinnaswamy Stadium,KN Ananthapadmanabhan,C Shamshuddin,
18,2017,8,4/17/2017,7,6,7,2,normal,0,6,0,4,NM Coulter-Nile,Feroz Shah Kotla,Nitin Menon,CK Nandan,
19,2017,1,4/17/2017,1,8,8,1,normal,0,1,5,0,B Kumar,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,A Deshmukh,
20,2017,3,4/18/2017,5,3,3,1,normal,0,5,21,0,CH Gayle,Saurashtra Cricket Association Stadium,S Ravi,VK Sharma,
21,2017,1,4/19/2017,1,7,1,2,normal,0,1,15,0,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",CB Gaffaney,NJ Llong,
22,2017,4,4/20/2017,8,2,2,1,normal,0,2,0,8,JC Buttler,Holkar Cricket Stadium,M Erasmus,C Shamshuddin,
23,2017,7,4/21/2017,6,3,3,1,normal,0,3,0,4,SK Raina,Eden Gardens,CB Gaffaney,Nitin Menon,
24,2017,6,4/22/2017,2,7,7,1,normal,0,2,14,0,MJ McClenaghan,Wankhede Stadium,A Nand Kishore,S Ravi,
25,2017,2,4/22/2017,1,4,4,1,normal,0,4,0,6,MS Dhoni,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,
26,2017,3,4/23/2017,8,3,3,1,normal,0,8,26,0,HM Amla,Saurashtra Cricket Association Stadium,AK Chaudhary,M Erasmus,
27,2017,7,4/23/2017,6,5,5,1,normal,0,6,82,0,NM Coulter-Nile,Eden Gardens,CB Gaffaney,CK Nandan,
28,2017,6,4/24/2017,4,2,2,1,normal,0,4,3,0,BA Stokes,Wankhede Stadium,A Nand Kishore,S Ravi,
29,2017,2,4/26/2017,4,6,6,1,normal,0,6,0,7,RV Uthappa,Maharashtra Cricket Association Stadium,AY Dandekar,NJ Llong,
30,2017,5,4/27/2017,5,3,3,1,normal,0,3,0,7,AJ Tye,M Chinnaswamy Stadium,AK Chaudhary,C Shamshuddin,
31,2017,7,4/28/2017,7,6,6,1,normal,0,6,0,7,G Gambhir,Eden Gardens,NJ Llong,S Ravi,
32,2017,9,4/28/2017,1,8,8,1,normal,0,1,26,0,Rashid Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,CK Nandan,
33,2017,2,4/29/2017,4,5,5,1,normal,0,4,61,0,LH Ferguson,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,M Erasmus,
34,2017,3,4/29/2017,3,2,3,2,tie,0,2,0,0,KH Pandya,Saurashtra Cricket Association Stadium,AK Chaudhary,CB Gaffaney,
35,2017,9,4/30/2017,7,8,8,1,normal,0,8,0,10,Sandeep Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",YC Barde,CK Nandan,
36,2017,1,4/30/2017,1,6,6,1,normal,0,1,48,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,S Ravi,
37,2017,6,05-01-2017,5,2,5,2,normal,0,2,0,5,RG Sharma,Wankhede Stadium,AK Chaudhary,CB Gaffaney,
38,2017,2,05-01-2017,3,4,4,1,normal,0,4,0,5,BA Stokes,Maharashtra Cricket Association Stadium,M Erasmus,C Shamshuddin,
39,2017,8,05-02-2017,1,7,7,1,normal,0,7,0,6,Mohammed Shami,Feroz Shah Kotla,YC Barde,Nitin Menon,
40,2017,7,05-03-2017,6,4,4,1,normal,0,4,0,4,RA Tripathi,Eden Gardens,KN Ananthapadmanabhan,A Nand Kishore,
41,2017,8,05-04-2017,3,7,7,1,normal,0,7,0,7,RR Pant,Feroz Shah Kotla,M Erasmus,Nitin Menon,
42,2017,5,05-05-2017,8,5,5,1,normal,0,8,19,0,Sandeep Sharma,M Chinnaswamy Stadium,CB Gaffaney,C Shamshuddin,
43,2017,1,05-06-2017,4,1,1,1,normal,0,4,12,0,JD Unadkat,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,AK Chaudhary,
44,2017,8,05-06-2017,2,7,7,1,normal,0,2,146,0,LMP Simmons,Feroz Shah Kotla,Nitin Menon,CK Nandan,
45,2017,5,05-07-2017,5,6,6,1,normal,0,6,0,6,SP Narine,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,
46,2017,9,05-07-2017,8,3,3,1,normal,0,3,0,6,DR Smith,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,VK Sharma,
47,2017,1,05-08-2017,2,1,2,2,normal,0,1,0,7,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,M Erasmus,
48,2017,9,05-09-2017,8,6,6,1,normal,0,8,14,0,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,S Ravi,
49,2017,10,05-10-2017,3,7,7,1,normal,0,7,0,2,SS Iyer,Green Park,YC Barde,AK Chaudhary,
50,2017,6,05-11-2017,8,2,2,1,normal,0,8,7,0,WP Saha,Wankhede Stadium,A Deshmukh,A Nand Kishore,
51,2017,8,05-12-2017,7,4,7,2,normal,0,7,7,0,KK Nair,Feroz Shah Kotla,KN Ananthapadmanabhan,CK Nandan,
52,2017,10,5/13/2017,3,1,1,1,normal,0,1,0,8,Mohammed Siraj,Green Park,AK Chaudhary,Nitin Menon,
53,2017,7,5/13/2017,2,6,6,1,normal,0,2,9,0,AT Rayudu,Eden Gardens,A Nand Kishore,S Ravi,
54,2017,2,5/14/2017,8,4,4,1,normal,0,4,0,9,JD Unadkat,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,
55,2017,8,5/14/2017,5,7,5,2,normal,0,5,10,0,HV Patel,Feroz Shah Kotla,CK Nandan,C Shamshuddin,
56,2017,6,5/16/2017,4,2,2,1,normal,0,4,20,0,Washington Sundar,Wankhede Stadium,S Ravi,C Shamshuddin,
57,2017,5,5/17/2017,1,6,6,1,normal,1,6,0,7,NM Coulter-Nile,M Chinnaswamy Stadium,AK Chaudhary,Nitin Menon,
58,2017,5,5/19/2017,6,2,2,1,normal,0,2,0,6,KV Sharma,M Chinnaswamy Stadium,NJ Llong,Nitin Menon,
59,2017,1,5/21/2017,2,4,2,2,normal,0,2,1,0,KH Pandya,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,S Ravi,
60,2008,5,4/18/2008,6,5,5,1,normal,0,6,140,0,BB McCullum,M Chinnaswamy Stadium,Asad Rauf,RE Koertzen,
61,2008,9,4/19/2008,9,8,9,2,normal,0,9,33,0,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",MR Benson,SL Shastri,
62,2008,8,4/19/2008,10,7,10,2,normal,0,7,0,9,MF Maharoof,Feroz Shah Kotla,Aleem Dar,GA Pratapkumar,
63,2008,6,4/20/2008,2,5,2,2,normal,0,5,0,5,MV Boucher,Wankhede Stadium,SJ Davis,DJ Harper,
64,2008,7,4/20/2008,11,6,11,2,normal,0,6,0,5,DJ Hussey,Eden Gardens,BF Bowden,K Hariharan,
65,2008,11,4/21/2008,8,10,8,2,normal,0,10,0,6,SR Watson,Sawai Mansingh Stadium,Aleem Dar,RB Tiffin,
66,2008,1,4/22/2008,11,7,11,2,normal,0,7,0,9,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",IL Howell,AM Saheba,
67,2008,12,4/23/2008,9,2,2,1,normal,0,9,6,0,ML Hayden,"MA Chidambaram Stadium, Chepauk",DJ Harper,GA Pratapkumar,
68,2008,1,4/24/2008,11,10,10,1,normal,0,10,0,3,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,MR Benson,
69,2008,9,4/25/2008,8,2,2,1,normal,0,8,66,0,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",Aleem Dar,AM Saheba,
70,2008,5,4/26/2008,5,10,10,1,normal,0,10,0,7,SR Watson,M Chinnaswamy Stadium,MR Benson,IL Howell,
71,2008,12,4/26/2008,6,9,6,2,normal,0,9,0,9,JDP Oram,"MA Chidambaram Stadium, Chepauk",BF Bowden,AV Jayaprakash,
72,2008,6,4/27/2008,2,11,11,1,normal,0,11,0,10,AC Gilchrist,Dr DY Patil Sports Academy,Asad Rauf,SL Shastri,
73,2008,9,4/27/2008,7,8,7,2,normal,0,8,0,4,SM Katich,"Punjab Cricket Association Stadium, Mohali",RE Koertzen,I Shivram,
74,2008,5,4/28/2008,9,5,9,2,normal,0,9,13,0,MS Dhoni,M Chinnaswamy Stadium,BR Doctrove,RB Tiffin,
75,2008,7,4/29/2008,6,2,6,2,normal,0,2,0,7,ST Jayasuriya,Eden Gardens,BF Bowden,AV Jayaprakash,
76,2008,8,4/30/2008,7,5,5,1,normal,0,7,10,0,GD McGrath,Feroz Shah Kotla,Aleem Dar,I Shivram,
77,2008,1,05-01-2008,11,8,8,1,normal,0,8,0,7,SE Marsh,"Rajiv Gandhi International Stadium, Uppal",BR Doctrove,RB Tiffin,
78,2008,11,05-01-2008,10,6,10,2,normal,0,10,45,0,SA Asnodkar,Sawai Mansingh Stadium,RE Koertzen,GA Pratapkumar,
79,2008,12,05-02-2008,9,7,9,2,normal,0,7,0,8,V Sehwag,"MA Chidambaram Stadium, Chepauk",BF Bowden,K Hariharan,
80,2008,1,5/25/2008,11,5,11,2,normal,0,5,0,5,R Vinay Kumar,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,RE Koertzen,
81,2008,9,05-03-2008,8,6,8,2,normal,0,8,9,0,IK Pathan,"Punjab Cricket Association Stadium, Mohali",DJ Harper,I Shivram,
82,2008,6,05-04-2008,2,7,7,1,normal,0,2,29,0,SM Pollock,Dr DY Patil Sports Academy,IL Howell,RE Koertzen,
83,2008,11,05-04-2008,9,10,9,2,normal,0,10,0,8,Sohail Tanvir,Sawai Mansingh Stadium,Asad Rauf,AV Jayaprakash,
84,2008,5,05-05-2008,5,8,8,1,normal,0,8,0,6,S Sreesanth,M Chinnaswamy Stadium,SJ Davis,BR Doctrove,
85,2008,12,05-06-2008,9,11,11,1,normal,0,11,0,7,AC Gilchrist,"MA Chidambaram Stadium, Chepauk",MR Benson,RB Tiffin,
86,2008,6,05-07-2008,10,2,2,1,normal,0,2,0,7,A Nehra,Dr DY Patil Sports Academy,DJ Harper,RE Koertzen,
87,2008,8,05-08-2008,7,9,9,1,normal,0,9,0,4,MS Dhoni,Feroz Shah Kotla,Aleem Dar,RB Tiffin,
88,2008,7,05-08-2008,6,5,6,2,normal,0,6,5,0,SC Ganguly,Eden Gardens,Asad Rauf,IL Howell,
89,2008,11,05-09-2008,11,10,10,1,normal,0,10,0,8,YK Pathan,Sawai Mansingh Stadium,MR Benson,AM Saheba,
90,2008,5,5/28/2008,5,2,2,1,normal,0,2,0,9,CRD Fernando,M Chinnaswamy Stadium,BF Bowden,AV Jayaprakash,
91,2008,12,05-10-2008,9,8,8,1,normal,0,9,18,0,L Balaji,"MA Chidambaram Stadium, Chepauk",AV Jayaprakash,BG Jerling,
92,2008,1,05-11-2008,6,11,6,2,normal,0,6,23,0,SC Ganguly,"Rajiv Gandhi International Stadium, Uppal",IL Howell,AM Saheba,
93,2008,11,05-11-2008,7,10,10,1,normal,0,10,0,3,SR Watson,Sawai Mansingh Stadium,SJ Davis,RE Koertzen,
94,2008,9,05-12-2008,5,8,5,2,normal,0,8,0,9,SE Marsh,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,I Shivram,
95,2008,7,5/13/2008,6,7,6,2,normal,0,6,23,0,Shoaib Akhtar,Eden Gardens,Asad Rauf,IL Howell,
96,2008,6,5/14/2008,9,2,2,1,normal,0,2,0,9,ST Jayasuriya,Wankhede Stadium,BR Doctrove,AM Saheba,
97,2008,9,5/28/2008,8,10,10,1,normal,0,8,41,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",SJ Davis,K Hariharan,
98,2008,8,5/15/2008,7,11,11,1,normal,0,7,12,0,A Mishra,Feroz Shah Kotla,BG Jerling,GA Pratapkumar,
99,2008,6,5/16/2008,6,2,2,1,normal,0,2,0,8,SM Pollock,Wankhede Stadium,BR Doctrove,DJ Harper,
100,2008,8,5/17/2008,7,8,7,2,normal,1,8,6,0,DPMD Jayawardene,Feroz Shah Kotla,AV Jayaprakash,RE Koertzen,
101,2008,11,5/17/2008,10,5,5,1,normal,0,10,65,0,GC Smith,Sawai Mansingh Stadium,BF Bowden,SL Shastri,
102,2008,1,5/18/2008,2,11,11,1,normal,0,2,25,0,DJ Bravo,"Rajiv Gandhi International Stadium, Uppal",BR Doctrove,DJ Harper,
103,2008,7,5/18/2008,6,9,6,2,normal,1,9,3,0,M Ntini,Eden Gardens,Asad Rauf,K Hariharan,
104,2008,5,5/19/2008,5,7,7,1,normal,0,7,0,5,SP Goswami,M Chinnaswamy Stadium,SJ Davis,GA Pratapkumar,
105,2008,7,5/20/2008,6,10,10,1,normal,0,10,0,6,YK Pathan,Eden Gardens,BG Jerling,RE Koertzen,
106,2008,6,5/21/2008,8,2,2,1,normal,0,8,1,0,SE Marsh,Wankhede Stadium,BF Bowden,GA Pratapkumar,
107,2008,12,5/21/2008,5,9,5,2,normal,0,5,14,0,A Kumble,"MA Chidambaram Stadium, Chepauk",DJ Harper,I Shivram,
108,2008,9,5/23/2008,11,8,8,1,normal,0,8,0,6,SE Marsh,"Punjab Cricket Association Stadium, Mohali",Asad Rauf,SJ Davis,
109,2008,8,5/24/2008,2,7,7,1,normal,0,7,0,5,KD Karthik,Feroz Shah Kotla,BF Bowden,K Hariharan,
110,2008,12,5/24/2008,10,9,10,2,normal,0,10,10,0,JA Morkel,"MA Chidambaram Stadium, Chepauk",DJ Harper,SL Shastri,
111,2008,5,05-03-2008,5,11,11,1,normal,0,5,3,0,P Kumar,M Chinnaswamy Stadium,BR Doctrove,SL Shastri,
112,2008,7,5/25/2008,8,6,8,2,normal,0,6,0,3,Umar Gul,Eden Gardens,SJ Davis,I Shivram,
113,2008,11,5/26/2008,2,10,10,1,normal,0,10,0,5,Sohail Tanvir,Sawai Mansingh Stadium,BF Bowden,K Hariharan,
114,2008,1,5/27/2008,11,9,11,2,normal,0,9,0,7,SK Raina,"Rajiv Gandhi International Stadium, Uppal",BG Jerling,AM Saheba,
115,2008,6,5/30/2008,10,7,7,1,normal,0,10,105,0,SR Watson,Wankhede Stadium,BF Bowden,RE Koertzen,
116,2008,6,5/31/2008,8,9,8,2,normal,0,9,0,9,M Ntini,Wankhede Stadium,Asad Rauf,DJ Harper,
117,2008,6,06-01-2008,9,10,10,1,normal,0,10,0,3,YK Pathan,Dr DY Patil Sports Academy,BF Bowden,RE Koertzen,
118,2009,13,4/18/2009,2,9,9,1,normal,0,2,19,0,SR Tendulkar,Newlands,BR Doctrove,K Hariharan,
119,2009,13,4/18/2009,5,10,5,2,normal,0,5,75,0,R Dravid,Newlands,BR Doctrove,RB Tiffin,
120,2009,13,4/19/2009,8,7,7,1,normal,1,7,0,10,DL Vettori,Newlands,MR Benson,SD Ranade,
121,2009,13,4/19/2009,6,11,6,2,normal,0,11,0,8,RP Singh,Newlands,MR Benson,BR Doctrove,
122,2009,14,4/20/2009,9,5,9,2,normal,0,9,92,0,M Muralitharan,St George's Park,BG Jerling,SJA Taufel,
123,2009,15,4/21/2009,8,6,6,1,normal,1,6,11,0,CH Gayle,Kingsmead,DJ Harper,SD Ranade,
124,2009,13,4/22/2009,11,5,11,2,normal,0,11,24,0,AC Gilchrist,Newlands,M Erasmus,AM Saheba,
125,2009,15,4/23/2009,7,9,7,2,normal,0,7,9,0,AB de Villiers,Kingsmead,BR Doctrove,SJA Taufel,
126,2009,13,4/23/2009,10,6,6,1,tie,0,10,0,0,YK Pathan,Newlands,MR Benson,M Erasmus,
127,2009,15,4/24/2009,5,8,5,2,normal,0,8,0,7,RS Bopara,Kingsmead,BR Doctrove,TH Wijewardene,
128,2009,15,4/25/2009,11,2,11,2,normal,0,11,12,0,PP Ojha,Kingsmead,HDPK Dharmasena,SJA Taufel,
129,2009,14,4/26/2009,5,7,5,2,normal,0,7,0,6,TM Dilshan,St George's Park,S Asnani,BG Jerling,
130,2009,13,4/26/2009,8,10,8,2,normal,0,8,27,0,KC Sangakkara,Newlands,M Erasmus,K Hariharan,
131,2009,15,4/27/2009,9,11,11,1,normal,0,11,0,6,HH Gibbs,Kingsmead,IL Howell,TH Wijewardene,
132,2009,14,4/27/2009,2,6,2,2,normal,0,2,92,0,SR Tendulkar,St George's Park,BG Jerling,RB Tiffin,
133,2009,16,4/28/2009,7,10,7,2,normal,0,10,0,5,YK Pathan,SuperSport Park,GAV Baxter,RE Koertzen,
134,2009,15,4/29/2009,6,5,6,2,normal,0,5,0,5,MV Boucher,Kingsmead,MR Benson,TH Wijewardene,
135,2009,15,4/29/2009,8,2,8,2,normal,0,8,3,0,KC Sangakkara,Kingsmead,MR Benson,SL Shastri,
136,2009,16,4/30/2009,11,7,7,1,normal,0,7,0,6,DP Nannes,SuperSport Park,GAV Baxter,AM Saheba,
137,2009,16,4/30/2009,9,10,10,1,normal,0,9,38,0,SK Raina,SuperSport Park,GAV Baxter,RE Koertzen,
138,2009,17,05-01-2009,2,6,2,2,normal,0,2,9,0,JP Duminy,Buffalo Park,M Erasmus,SK Tarapore,
139,2009,15,05-01-2009,5,8,5,2,normal,0,5,8,0,Yuvraj Singh,Kingsmead,HDPK Dharmasena,S Ravi,
140,2009,14,05-02-2009,11,10,11,2,normal,0,10,0,3,YK Pathan,St George's Park,S Asnani,BG Jerling,
141,2009,18,05-02-2009,9,7,7,1,normal,0,9,18,0,SB Jakati,New Wanderers Stadium,DJ Harper,RE Koertzen,
142,2009,14,05-03-2009,6,8,6,2,normal,0,8,0,6,DPMD Jayawardene,St George's Park,S Asnani,MR Benson,
143,2009,18,05-03-2009,2,5,2,2,normal,0,5,0,9,JH Kallis,New Wanderers Stadium,RE Koertzen,TH Wijewardene,
144,2009,17,05-04-2009,9,11,9,2,normal,0,9,78,0,MS Dhoni,Buffalo Park,BR Doctrove,M Erasmus,
145,2009,15,05-05-2009,10,8,8,1,normal,0,10,78,0,GC Smith,Kingsmead,SS Hazare,IL Howell,
146,2009,15,05-05-2009,6,7,6,2,normal,0,7,0,9,G Gambhir,Kingsmead,GAV Baxter,IL Howell,
147,2009,16,05-06-2009,11,2,11,2,normal,0,11,19,0,RG Sharma,SuperSport Park,MR Benson,HDPK Dharmasena,
148,2009,16,05-07-2009,5,10,10,1,normal,0,10,0,7,A Singh,SuperSport Park,K Hariharan,DJ Harper,
149,2009,16,05-07-2009,9,8,9,2,normal,1,9,12,0,ML Hayden,SuperSport Park,DJ Harper,TH Wijewardene,
150,2009,17,05-08-2009,2,7,2,2,normal,0,7,0,7,A Nehra,Buffalo Park,M Erasmus,SK Tarapore,
151,2009,19,05-09-2009,11,8,8,1,normal,0,8,0,3,DPMD Jayawardene,De Beers Diamond Oval,GAV Baxter,AM Saheba,
152,2009,19,05-09-2009,10,9,10,2,normal,0,9,0,7,S Badrinath,De Beers Diamond Oval,GAV Baxter,HDPK Dharmasena,
153,2009,14,05-10-2009,2,5,2,2,normal,0,2,16,0,JP Duminy,St George's Park,BR Doctrove,BG Jerling,
154,2009,18,05-10-2009,6,7,7,1,normal,0,7,0,7,A Mishra,New Wanderers Stadium,SL Shastri,RB Tiffin,
155,2009,19,05-11-2009,11,10,11,2,normal,0,11,53,0,DR Smith,De Beers Diamond Oval,GAV Baxter,HDPK Dharmasena,
156,2009,16,05-12-2009,6,5,5,1,normal,0,5,0,6,LRPL Taylor,SuperSport Park,M Erasmus,SS Hazare,
157,2009,16,05-12-2009,8,2,8,2,normal,0,2,0,8,Harbhajan Singh,SuperSport Park,SS Hazare,RE Koertzen,
158,2009,15,5/13/2009,7,11,11,1,normal,0,7,12,0,R Bhatia,Kingsmead,DJ Harper,SL Shastri,
159,2009,15,5/14/2009,9,5,9,2,normal,0,5,0,2,LRPL Taylor,Kingsmead,BR Doctrove,DJ Harper,
160,2009,15,5/14/2009,10,2,10,2,normal,0,10,2,0,SK Warne,Kingsmead,BR Doctrove,DJ Harper,
161,2009,20,5/15/2009,7,8,8,1,normal,0,8,0,6,B Lee,OUTsurance Oval,HDPK Dharmasena,IL Howell,
162,2009,14,5/16/2009,2,9,2,2,normal,0,9,0,7,ML Hayden,St George's Park,SK Tarapore,SJA Taufel,
163,2009,18,5/16/2009,6,11,11,1,normal,0,11,0,6,RG Sharma,New Wanderers Stadium,RE Koertzen,S Ravi,
164,2009,18,5/17/2009,8,11,11,1,normal,0,8,1,0,Yuvraj Singh,New Wanderers Stadium,S Ravi,RB Tiffin,
165,2009,20,5/17/2009,7,10,7,2,normal,0,7,14,0,AB de Villiers,OUTsurance Oval,SS Hazare,IL Howell,
